OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape__Area,Shape__Length
1118,42,101,017601,5,421010176015,Block Group 5,G5030,S,117890,0,+39.9939541,-075.1365044,1268931.10119629,5431.14668414035
1119,42,101,008301,2,421010083012,Block Group 2,G5030,S,113924,0,+39.9579611,-075.2456843,1226259.15618896,4424.10158362918
1120,42,101,008301,3,421010083013,Block Group 3,G5030,S,187281,2696,+39.9548563,-075.2473481,2044868.17681885,6474.66584056876
1121,42,101,008400,2,421010084002,Block Group 2,G5030,S,64807,0,+39.9578803,-075.2336509,697573.624145508,3705.99686503488
1122,42,101,008400,6,421010084006,Block Group 6,G5030,S,118412,0,+39.9591470,-075.2380597,1274570.56860352,6212.81713499979
1123,42,101,008400,5,421010084005,Block Group 5,G5030,S,61062,0,+39.9554175,-075.2370602,657250.915527344,4147.26573194514
1124,42,101,008400,3,421010084003,Block Group 3,G5030,S,44568,0,+39.9571335,-075.2367224,479704.073791504,2847.07096196948
1125,42,101,008500,1,421010085001,Block Group 1,G5030,S,87489,0,+39.9586067,-075.2231356,941710.66192627,3931.03336978994
1126,42,101,008500,2,421010085002,Block Group 2,G5030,S,73202,0,+39.9565173,-075.2235756,787939.042663574,3649.06855843482
1127,42,101,008500,6,421010085006,Block Group 6,G5030,S,77549,0,+39.9574091,-075.2284566,834726.042785645,4356.23350471486
1128,42,101,008500,3,421010085003,Block Group 3,G5030,S,87690,0,+39.9544253,-075.2240114,943882.499267578,3926.20200740511
1129,42,101,008500,5,421010085005,Block Group 5,G5030,S,102682,0,+39.9558461,-075.2287812,1105254.74407959,4681.73516716145
1130,42,101,008500,4,421010085004,Block Group 4,G5030,S,61356,0,+39.9544247,-075.2290774,660423.71496582,4150.45620119927
1131,42,101,024600,3,421010246003,Block Group 3,G5030,S,238404,0,+40.0390054,-075.1744080,2566073.41168213,8115.8682562192
1132,42,101,024700,2,421010247002,Block Group 2,G5030,S,286807,0,+40.0420879,-075.1614416,3087060.48303223,7628.4205078023
1133,42,101,024700,1,421010247001,Block Group 1,G5030,S,113266,0,+40.0424195,-075.1653371,1219139.20880127,6073.22648966632
1134,42,101,024700,3,421010247003,Block Group 3,G5030,S,189124,0,+40.0380564,-075.1664464,2035653.56286621,6554.8239562889
1135,42,101,024700,5,421010247005,Block Group 5,G5030,S,196979,0,+40.0407896,-075.1690888,2120185.88635254,7112.17593138268
1136,42,101,024800,1,421010248001,Block Group 1,G5030,S,106392,0,+40.0482427,-075.1646969,1145159.99859619,4910.66616051686
1137,42,101,024900,2,421010249002,Block Group 2,G5030,S,77721,0,+40.0507394,-075.1588135,836549.029602051,4650.19647541602
1138,42,101,024900,3,421010249003,Block Group 3,G5030,S,50918,0,+40.0481538,-075.1596036,548055.919128418,3291.37147456243
1139,42,101,024900,1,421010249001,Block Group 1,G5030,S,84193,0,+40.0537507,-075.1594063,906224.742797852,4314.30727321394
1140,42,101,024900,4,421010249004,Block Group 4,G5030,S,112366,0,+40.0507008,-075.1617829,1209447.19854736,4408.6846940714
1141,42,101,038900,3,421010389003,Block Group 3,G5030,S,284312,0,+40.0541792,-075.1732799,3060182.32116699,7328.4956116769
1142,42,101,025200,1,421010252001,Block Group 1,G5030,S,139739,0,+40.0443588,-075.1740473,1504080.09906006,6326.37966593784
1143,42,101,025200,4,421010252004,Block Group 4,G5030,S,83979,0,+40.0464878,-075.1763694,903901.466003418,4405.98201829218
1144,42,101,025200,5,421010252005,Block Group 5,G5030,S,111936,0,+40.0481423,-075.1736793,1204808.88439941,4568.41761762822
1145,42,101,025200,7,421010252007,Block Group 7,G5030,S,128781,0,+40.0497991,-075.1762204,1386144.14648438,4913.64134146001
1146,42,101,025200,2,421010252002,Block Group 2,G5030,S,132073,0,+40.0424380,-075.1787945,1421567.51953125,5760.69044673767
1147,42,101,025200,3,421010252003,Block Group 3,G5030,S,108001,0,+40.0450755,-075.1781738,1162463.39874268,4461.55389414059
1148,42,101,025300,3,421010253003,Block Group 3,G5030,S,124304,0,+40.0535453,-075.1847696,1337960.38452148,5171.54176576791
1149,42,101,025300,4,421010253004,Block Group 4,G5030,S,114846,0,+40.0570673,-075.1835750,1236152.51525879,4892.49168121019
1150,42,101,025300,5,421010253005,Block Group 5,G5030,S,97429,0,+40.0554134,-075.1817284,1048678.12957764,4699.40986631992
1151,42,101,025300,2,421010253002,Block Group 2,G5030,S,112607,0,+40.0510004,-075.1823608,1212042.77429199,4728.33664567039
1152,42,101,025300,1,421010253001,Block Group 1,G5030,S,132112,0,+40.0542428,-075.1788858,1421990.7946167,5221.3251606106
1153,42,101,025400,3,421010254003,Block Group 3,G5030,S,94717,0,+40.0594259,-075.1808019,1019495.24243164,3994.50003722125
1154,42,101,016902,2,421010169022,Block Group 2,G5030,S,145693,0,+39.9909531,-075.1832003,1568209.11401367,5618.14029424465
1155,42,101,034803,3,421010348033,Block Group 3,G5030,S,167659,758,+40.0614663,-075.0076712,1743517.97143555,10832.9161494582
1156,42,101,034802,2,421010348022,Block Group 2,G5030,S,496205,0,+40.0637885,-075.0143985,5340880.42010498,14603.8409572503
1157,42,101,034802,1,421010348021,Block Group 1,G5030,S,311240,8014,+40.0671138,-075.0161790,3436291.43450928,10347.9736618836
1158,42,101,016901,3,421010169013,Block Group 3,G5030,S,227038,0,+39.9930154,-075.1778935,2443745.1081543,7382.57906966507
1159,42,101,034900,1,421010349001,Block Group 1,G5030,S,1034817,0,+40.0479275,-075.0046254,11138265.7338867,14044.2445616776
1160,42,101,034900,2,421010349002,Block Group 2,G5030,S,385298,0,+40.0441344,-075.0111545,4147177.00976563,10817.330269874
1161,42,101,034900,3,421010349003,Block Group 3,G5030,S,232893,0,+40.0407643,-075.0138029,2506752.06420898,8450.90156251676
1162,42,101,034900,4,421010349004,Block Group 4,G5030,S,291032,0,+40.0416957,-075.0183705,3132531.83111572,9174.91363844508
1163,42,101,035200,1,421010352001,Block Group 1,G5030,S,1032812,27863,+40.0559122,-074.9907443,11375636.1592407,16026.5422835395
1164,42,101,035200,2,421010352002,Block Group 2,G5030,S,394203,0,+40.0509905,-074.9937724,4243017.72723389,12325.2359136124
1165,42,101,009400,4,421010094004,Block Group 4,G5030,S,126765,0,+39.9641907,-075.2342929,1364461.50079346,4875.5133965954
1166,42,101,009500,3,421010095003,Block Group 3,G5030,S,99475,0,+39.9631392,-075.2387501,1070723.61480713,4528.83800082543
1167,42,101,009500,4,421010095004,Block Group 4,G5030,S,96500,0,+39.9674493,-075.2386039,1038715.4776001,4797.89743616472
1168,42,101,009600,1,421010096001,Block Group 1,G5030,S,133554,0,+39.9673696,-075.2426748,1437541.47814941,6246.98940872956
1169,42,101,010100,4,421010101004,Block Group 4,G5030,S,126007,0,+39.9697741,-075.2418856,1356308.91894531,4685.81796764137
1170,42,101,010000,4,421010100004,Block Group 4,G5030,S,245099,0,+39.9721716,-075.2521587,2631969.68286133,6858.64382358792
1171,42,101,010200,3,421010102003,Block Group 3,G5030,S,109964,0,+39.9693920,-075.2304648,1183627.36474609,4546.7205259254
1172,42,101,010500,2,421010105002,Block Group 2,G5030,S,277109,0,+39.9702910,-075.2143966,2982717.29638672,7052.66396017306
1173,42,101,011100,5,421010111005,Block Group 5,G5030,S,195713,0,+39.9749701,-075.2238108,2106597.50488281,6272.53191146231
1174,42,101,010600,1,421010106001,Block Group 1,G5030,S,112915,0,+39.9655363,-075.2098288,1215377.86108398,5749.64118320377
1175,42,101,010600,2,421010106002,Block Group 2,G5030,S,152551,0,+39.9639639,-075.2065094,1642014.53375244,6142.35930535389
1176,42,101,010700,4,421010107004,Block Group 4,G5030,S,123894,0,+39.9695946,-075.2058187,1333558.36334229,4786.8989088411
1177,42,101,010700,2,421010107002,Block Group 2,G5030,S,193274,0,+39.9666798,-075.2056259,2080363.06896973,7719.57617462522
1178,42,101,010800,3,421010108003,Block Group 3,G5030,S,157872,0,+39.9652590,-075.1962756,1699280.88891602,5738.57139061269
1179,42,101,010900,1,421010109001,Block Group 1,G5030,S,117774,0,+39.9660014,-075.1922776,1267679.21636963,5624.5332539769
1180,42,101,011000,4,421010110004,Block Group 4,G5030,S,110270,0,+39.9731947,-075.2016854,1186903.79522705,4420.74501098555
1181,42,101,024700,4,421010247004,Block Group 4,G5030,S,155090,0,+40.0460774,-075.1615314,1669331.20251465,6294.7032900006
1182,42,101,024600,2,421010246002,Block Group 2,G5030,S,162878,0,+40.0424916,-075.1716316,1753147.60980225,6398.32393230466
1183,42,101,011300,2,421010113002,Block Group 2,G5030,S,104651,0,+39.9782968,-075.2322535,1126429.44793701,4318.61437962945
1184,42,101,011400,6,421010114006,Block Group 6,G5030,S,402823,0,+39.9835111,-075.2433499,4335857.45135498,9378.84975264105
1185,42,101,011500,3,421010115003,Block Group 3,G5030,S,125549,0,+39.9764992,-075.2499540,1351377.13372803,4749.31585403618
1186,42,101,011700,1,421010117001,Block Group 1,G5030,S,654019,0,+39.9919070,-075.2404371,7047162.27386475,11874.2452674001
1187,42,101,008602,2,421010086022,Block Group 2,G5030,S,84240,0,+39.9556928,-075.2173364,906750.367248535,4211.27245581425
1188,42,101,008602,3,421010086023,Block Group 3,G5030,S,80464,0,+39.9572891,-075.2203736,866102.049438477,4207.25177688126
1189,42,101,008702,2,421010087022,Block Group 2,G5030,S,86176,0,+39.9510310,-075.2076010,927581.802734375,3940.45210219063
1190,42,101,008701,1,421010087011,Block Group 1,G5030,S,75325,0,+39.9504183,-075.2110926,810782.254699707,3617.73084012478
1191,42,101,008701,2,421010087012,Block Group 2,G5030,S,86240,0,+39.9565768,-075.2099012,928265.314880371,3894.7526652456
1192,42,101,008701,3,421010087013,Block Group 3,G5030,S,97958,0,+39.9533348,-075.2105683,1054396.08911133,4230.3354419463
1193,42,101,008802,1,421010088021,Block Group 1,G5030,S,70334,0,+39.9498405,-075.2039782,755261.270019531,4056.11187082317
1194,42,101,008802,2,421010088022,Block Group 2,G5030,S,102599,0,+39.9559912,-075.2021806,1104358.50268555,4426.94093766583
1195,42,101,008802,3,421010088023,Block Group 3,G5030,S,123885,0,+39.9534933,-075.2026383,1333471.21154785,5483.69023266232
1196,42,101,008802,4,421010088024,Block Group 4,G5030,S,94133,0,+39.9513714,-075.2027629,1048281.67871094,5705.14498777059
1197,42,101,008801,2,421010088012,Block Group 2,G5030,S,77448,0,+39.9555033,-075.1981132,833635.327758789,3668.38757874362
1198,42,101,008801,1,421010088011,Block Group 1,G5030,S,107226,0,+39.9527969,-075.1986893,1154149.87329102,4312.25560037549
1199,42,101,009000,2,421010090002,Block Group 2,G5030,S,83927,0,+39.9597607,-075.1914912,903370.416687012,3928.08687098812
1200,42,101,009000,4,421010090004,Block Group 4,G5030,S,127837,0,+39.9572985,-075.1914596,1376016.36907959,4662.3006323076
1201,42,101,009100,1,421010091001,Block Group 1,G5030,S,70761,0,+39.9616079,-075.1966261,761663.442504883,3944.58426468803
1202,42,101,009200,1,421010092001,Block Group 1,G5030,S,356785,0,+39.9598588,-075.2088195,3840374.70178223,9930.55820759076
1203,42,101,009300,4,421010093004,Block Group 4,G5030,S,78062,0,+39.9617093,-075.2258445,840241.58581543,3773.5440419772
1204,42,101,009300,3,421010093003,Block Group 3,G5030,S,82818,0,+39.9604287,-075.2220118,891427.939147949,4249.3581217283
1205,42,101,009300,1,421010093001,Block Group 1,G5030,S,52991,0,+39.9634907,-075.2218118,560200.958435059,3232.10750987047
1206,42,101,009300,2,421010093002,Block Group 2,G5030,S,71294,0,+39.9620112,-075.2219721,767388.97265625,3875.15234575541
1207,42,101,009400,1,421010094001,Block Group 1,G5030,S,58409,0,+39.9639540,-075.2312216,628700.795410156,3362.56867407462
1208,42,101,009400,3,421010094003,Block Group 3,G5030,S,50680,0,+39.9618853,-075.2344907,545514.781005859,3409.55927469485
1209,42,101,009500,2,421010095002,Block Group 2,G5030,S,48812,0,+39.9648231,-075.2369857,525400.224304199,3365.47619798983
1210,42,101,009500,1,421010095001,Block Group 1,G5030,S,74283,0,+39.9681670,-075.2365079,799573.567749023,4032.10515313773
1211,42,101,009600,2,421010096002,Block Group 2,G5030,S,59564,0,+39.9636303,-075.2414233,641141.105834961,3407.85077136066
1212,42,101,009600,3,421010096003,Block Group 3,G5030,S,61578,0,+39.9632412,-075.2445787,662825.479309082,3443.60223985947
1213,42,101,025400,2,421010254002,Block Group 2,G5030,S,177309,0,+40.0576788,-075.1769865,1908462.81542969,6677.15619968912
1214,42,101,025400,1,421010254001,Block Group 1,G5030,S,121911,0,+40.0599996,-075.1716441,1312175.79821777,5093.30479337321
1215,42,101,025500,3,421010255003,Block Group 3,G5030,S,238787,0,+40.0592375,-075.1873555,2570168.94213867,6727.00754377821
1216,42,101,025500,1,421010255001,Block Group 1,G5030,S,149195,0,+40.0637161,-075.1852991,1605871.21563721,5481.03406306561
1217,42,101,025600,2,421010256002,Block Group 2,G5030,S,189721,0,+40.0635750,-075.1895962,2042062.25024414,6200.80955390677
1218,42,101,025600,3,421010256003,Block Group 3,G5030,S,333682,1979,+40.0694470,-075.1907962,3626000.63696289,10142.4596481065
1219,42,101,025700,2,421010257002,Block Group 2,G5030,S,242421,0,+40.0708984,-075.1967613,2611271.21429443,7717.40062460251
1220,42,101,025700,3,421010257003,Block Group 3,G5030,S,145896,0,+40.0717146,-075.1999673,1570368.88476563,6979.42577020145
1221,42,101,025700,1,421010257001,Block Group 1,G5030,S,359888,0,+40.0738111,-075.1944417,3860387.73059082,8837.9816236046
1222,42,101,025900,5,421010259005,Block Group 5,G5030,S,108661,0,+40.0813447,-075.1769335,1169577.30285645,4373.3719972373
1223,42,101,025900,1,421010259001,Block Group 1,G5030,S,122823,0,+40.0803397,-075.1727723,1321987.7588501,4611.90506709141
1224,42,101,025900,4,421010259004,Block Group 4,G5030,S,87436,0,+40.0795855,-075.1792364,941111.485900879,4612.48183210677
1225,42,101,025900,3,421010259003,Block Group 3,G5030,S,96203,0,+40.0772767,-075.1772501,1035469.84484863,4610.39825440445
1226,42,101,025900,6,421010259006,Block Group 6,G5030,S,64978,0,+40.0829992,-075.1753170,699394.218566895,3613.14800675747
1227,42,101,025900,2,421010259002,Block Group 2,G5030,S,69314,0,+40.0781898,-075.1748901,746054.349914551,3517.28910806211
1228,42,101,026000,3,421010260003,Block Group 3,G5030,S,129558,0,+40.0755732,-075.1726483,1394481.65740967,5278.45270596052
1229,42,101,026000,2,421010260002,Block Group 2,G5030,S,111752,0,+40.0737736,-075.1695557,1202833.87670898,5225.93176814261
1230,42,101,026100,3,421010261003,Block Group 3,G5030,S,164029,0,+40.0726865,-075.1772638,1765551.92803955,6277.20992039765
1231,42,101,026100,2,421010261002,Block Group 2,G5030,S,141625,0,+40.0676553,-075.1775124,1524382.83642578,5973.9643036625
1232,42,101,026200,1,421010262001,Block Group 1,G5030,S,61985,0,+40.0678466,-075.1647018,667176.555725098,3485.28624249424
1233,42,101,026200,3,421010262003,Block Group 3,G5030,S,126745,0,+40.0675107,-075.1691862,1364220.1194458,4849.10993151258
1234,42,101,035200,3,421010352003,Block Group 3,G5030,S,411249,0,+40.0544626,-074.9994459,4426487.1673584,8263.8751555726
1235,42,101,026301,4,421010263014,Block Group 4,G5030,S,79370,0,+40.0704160,-075.1643980,854287.001342773,3726.83031555657
1236,42,101,035500,3,421010355003,Block Group 3,G5030,S,1046316,1067,+40.0929757,-075.0294999,11273418.5792236,20657.4112302427
1237,42,101,035500,2,421010355002,Block Group 2,G5030,S,537129,0,+40.0853340,-075.0307522,5781351.10595703,10576.7055121299
1238,42,101,035602,2,421010356022,Block Group 2,G5030,S,859950,705,+40.1086329,-075.0462382,9263553.55871582,15024.3778804234
1239,42,101,035601,1,421010356011,Block Group 1,G5030,S,846950,8932,+40.0923618,-075.0372605,9212207.49267578,15778.7755224731
1240,42,101,035702,2,421010357022,Block Group 2,G5030,S,321465,0,+40.1171202,-075.0352367,3460045.29443359,12241.6747801376
1241,42,101,035800,1,421010358001,Block Group 1,G5030,S,881534,0,+40.1202333,-075.0220037,9488268.82556152,16299.0500477994
1242,42,101,035800,2,421010358002,Block Group 2,G5030,S,491899,2013,+40.1243694,-075.0282175,5316156.98724365,15414.4059852601
1243,42,101,035900,1,421010359001,Block Group 1,G5030,S,777759,0,+40.1167479,-075.0163152,8371267.66430664,14354.1045144943
1244,42,101,036100,2,421010361002,Block Group 2,G5030,S,417638,0,+40.1037295,-074.9965625,4491368.67572021,9159.18157571731
1245,42,101,035302,1,421010353021,Block Group 1,G5030,S,352099,2934,+40.0776196,-074.9915315,3821376.51153564,10386.8933772776
1246,42,101,012000,2,421010120002,Block Group 2,G5030,S,419229,0,+39.9965784,-075.2302800,4512443.54370117,8947.19623991907
1247,42,101,020700,4,421010207004,Block Group 4,G5030,S,574673,99543,+40.0111455,-075.1982920,7142283.71160889,14688.7014103779
1248,42,101,017000,1,421010170001,Block Group 1,G5030,S,534885,50400,+40.0033210,-075.1889807,6275372.37994385,13680.8973651789
1249,42,101,017100,4,421010171004,Block Group 4,G5030,S,616994,0,+40.0008628,-075.1803891,6641083.78015137,11980.088223281
1250,42,101,013300,1,421010133001,Block Group 1,G5030,S,173379,0,+39.9647153,-075.1635797,1866215.59265137,6123.3624793603
1251,42,101,013100,1,421010131001,Block Group 1,G5030,S,252009,0,+39.9656482,-075.1509037,2712549.9487915,7897.376966654
1252,42,101,014100,1,421010141001,Block Group 1,G5030,S,338391,0,+39.9704366,-075.1498426,3642335.93597412,8179.88947939118
1253,42,101,013200,2,421010132002,Block Group 2,G5030,S,283545,0,+39.9660046,-075.1581759,3052019.66265869,8676.27769193322
1254,42,101,014100,2,421010141002,Block Group 2,G5030,S,223741,0,+39.9715430,-075.1564075,2408303.20874023,7295.52969463949
1255,42,101,013500,4,421010135004,Block Group 4,G5030,S,185458,0,+39.9691756,-075.1672970,1996235.88037109,5835.36826825513
1256,42,101,014000,1,421010140001,Block Group 1,G5030,S,236176,0,+39.9726276,-075.1641295,2542140.07098389,8715.92507353316
1257,42,101,013500,1,421010135001,Block Group 1,G5030,S,120895,0,+39.9691436,-075.1733907,1301270.3170166,5541.86816610653
1258,42,101,013700,2,421010137002,Block Group 2,G5030,S,127429,0,+39.9767472,-075.1808330,1371627.68041992,6439.10600079598
1259,42,101,013700,5,421010137005,Block Group 5,G5030,S,264477,0,+39.9779769,-075.1866322,2846738.91894531,7565.99318379333
1260,42,101,013800,2,421010138002,Block Group 2,G5030,S,189661,0,+39.9751174,-075.1775876,2041438.03625488,6646.33533547811
1261,42,101,013900,2,421010139002,Block Group 2,G5030,S,209077,0,+39.9765880,-075.1694930,2250451.25848389,7658.27171948188
1262,42,101,009600,4,421010096004,Block Group 4,G5030,S,75461,0,+39.9648522,-075.2447946,812241.966491699,4014.51083000467
1263,42,101,009600,5,421010096005,Block Group 5,G5030,S,75116,0,+39.9663744,-075.2444695,808529.858154297,4005.63407223013
1264,42,101,009802,2,421010098022,Block Group 2,G5030,S,270353,0,+39.9737984,-075.2689428,2753287.96136475,15188.2153379136
1265,42,101,009801,2,421010098012,Block Group 2,G5030,S,179463,0,+39.9770696,-075.2673944,1933780.35528564,6975.74229966037
1266,42,101,009802,1,421010098021,Block Group 1,G5030,S,158055,0,+39.9742762,-075.2626210,1723984.42016602,6273.22094160379
1267,42,101,010000,3,421010100003,Block Group 3,G5030,S,62822,0,+39.9737177,-075.2484491,676203.671020508,3626.96032633246
1268,42,101,010000,2,421010100002,Block Group 2,G5030,S,72540,0,+39.9706075,-075.2485211,780806.53527832,3891.2438727044
1269,42,101,010100,5,421010101005,Block Group 5,G5030,S,91006,0,+39.9704053,-075.2456527,979558.59576416,4001.7897130981
1270,42,101,010100,2,421010101002,Block Group 2,G5030,S,82638,0,+39.9714694,-075.2392903,889495.770263672,4066.21732475842
1271,42,101,010100,1,421010101001,Block Group 1,G5030,S,74471,0,+39.9743937,-075.2394971,801573.893859863,3698.41657679072
1272,42,101,010100,7,421010101007,Block Group 7,G5030,S,58350,0,+39.9725646,-075.2434042,628073.612731934,3912.36109597566
1273,42,101,010100,3,421010101003,Block Group 3,G5030,S,78130,0,+39.9741171,-075.2420028,840979.362182617,3769.48448386428
1274,42,101,010100,6,421010101006,Block Group 6,G5030,S,90835,0,+39.9739461,-075.2456145,977743.197937012,4627.6866461426
1275,42,101,010200,1,421010102001,Block Group 1,G5030,S,55566,0,+39.9695890,-075.2339594,598093.142211914,3123.80134742107
1276,42,101,010400,4,421010104004,Block Group 4,G5030,S,176632,0,+39.9623363,-075.2180362,1911404.62005615,5979.23960036143
1277,42,101,010400,1,421010104001,Block Group 1,G5030,S,68928,0,+39.9682441,-075.2216924,741926.991333008,3637.55342804463
1278,42,101,010400,2,421010104002,Block Group 2,G5030,S,62331,0,+39.9692514,-075.2189869,670911.448181152,3465.24385607043
1279,42,101,010500,3,421010105003,Block Group 3,G5030,S,279217,0,+39.9631111,-075.2137124,3005436.91937256,9624.70078559685
1280,42,101,010500,1,421010105001,Block Group 1,G5030,S,101440,0,+39.9658948,-075.2150164,1091902.61633301,4237.01130218214
1281,42,101,010700,3,421010107003,Block Group 3,G5030,S,66838,0,+39.9698545,-075.2098755,719428.468566895,3385.41097733694
1282,42,101,010700,1,421010107001,Block Group 1,G5030,S,76469,0,+39.9716333,-075.2095375,823088.556213379,4636.33731810037
1283,42,101,010800,4,421010108004,Block Group 4,G5030,S,84267,0,+39.9628646,-075.1998545,907029.429321289,4114.00975670573
1284,42,101,010800,5,421010108005,Block Group 5,G5030,S,77928,0,+39.9645960,-075.2000812,838784.25567627,3956.00891694888
1285,42,101,026200,2,421010262002,Block Group 2,G5030,S,90066,0,+40.0695919,-075.1679900,969427.99786377,4079.71808381365
1286,42,101,026301,2,421010263012,Block Group 2,G5030,S,84246,0,+40.0750241,-075.1636638,906768.171630859,3918.58423669015
1287,42,101,026301,3,421010263013,Block Group 3,G5030,S,111401,0,+40.0736319,-075.1611634,1199049.67407227,4475.70437713397
1288,42,101,026302,2,421010263022,Block Group 2,G5030,S,183820,0,+40.0657131,-075.1556350,1978543.85113525,6753.5582981417
1289,42,101,026302,1,421010263021,Block Group 1,G5030,S,138744,0,+40.0691604,-075.1542478,1493355.06018066,4922.07693811407
1290,42,101,034801,2,421010348012,Block Group 2,G5030,S,388342,4062,+40.0580544,-075.0215174,4223640.86083984,9541.98558213249
1291,42,101,026302,3,421010263023,Block Group 3,G5030,S,143452,0,+40.0682974,-075.1607149,1544030.68701172,5171.38047999965
1292,42,101,026302,4,421010263024,Block Group 4,G5030,S,238096,0,+40.0711059,-075.1579945,2562732.3416748,6431.95068645721
1293,42,101,026400,1,421010264001,Block Group 1,G5030,S,139420,0,+40.0617259,-075.1580062,1500638.97058105,5223.16054897155
1294,42,101,026400,6,421010264006,Block Group 6,G5030,S,184309,0,+40.0653378,-075.1637680,1983791.27026367,6154.99633633182
1295,42,101,026400,7,421010264007,Block Group 7,G5030,S,75680,0,+40.0651056,-075.1594497,814571.463928223,5276.77784387639
1296,42,101,026400,2,421010264002,Block Group 2,G5030,S,64326,0,+40.0588216,-075.1603809,692377.37890625,3934.3018964477
1297,42,101,026400,3,421010264003,Block Group 3,G5030,S,100900,0,+40.0597128,-075.1629288,1086042.27227783,4472.27355969781
1298,42,101,026400,4,421010264004,Block Group 4,G5030,S,77980,0,+40.0625959,-075.1608946,839336.333618164,3765.97482453732
1299,42,101,026500,1,421010265001,Block Group 1,G5030,S,73790,0,+40.0623201,-075.1540415,794235.818969727,3914.59431254309
1300,42,101,026500,2,421010265002,Block Group 2,G5030,S,156619,0,+40.0595921,-075.1549906,1685769.51043701,6538.88309624147
1301,42,101,026500,3,421010265003,Block Group 3,G5030,S,71809,0,+40.0596439,-075.1515421,772900.133117676,3653.02989513095
1302,42,101,026500,5,421010265005,Block Group 5,G5030,S,65881,0,+40.0556969,-075.1553655,709111.0859375,3856.3345238991
1303,42,101,026500,6,421010265006,Block Group 6,G5030,S,103428,0,+40.0570162,-075.1580845,1113235.56811523,4195.61032214454
1304,42,101,026500,4,421010265004,Block Group 4,G5030,S,74434,0,+40.0575082,-075.1524380,801177.998840332,4046.10165487489
1305,42,101,026600,2,421010266002,Block Group 2,G5030,S,63872,0,+40.0650541,-075.1464151,687500.787414551,4041.16984959588
1306,42,101,026600,1,421010266001,Block Group 1,G5030,S,411358,0,+40.0616356,-075.1446015,4413677.38885498,9353.57706912232
1307,42,101,026600,4,421010266004,Block Group 4,G5030,S,54787,0,+40.0653702,-075.1490343,589687.33026123,3220.98121861517
1308,42,101,036301,1,421010363011,Block Group 1,G5030,S,1939255,61933,+40.0895349,-074.9667387,21512416.7304077,24130.4968845126
1309,42,101,036400,1,421010364001,Block Group 1,G5030,S,4501110,8014,+40.1127747,-074.9789137,48320810.5484619,36077.6955797625
1310,42,101,009000,1,421010090001,Block Group 1,G5030,S,67291,0,+39.9616601,-075.1923616,724302.01739502,3997.82836883641
1311,42,101,036501,1,421010365011,Block Group 1,G5030,S,893861,5094,+40.1262098,-075.0110044,9675769.18835449,12625.3113658743
1312,42,101,036502,1,421010365021,Block Group 1,G5030,S,721925,0,+40.1245561,-074.9940341,7361020.18664551,14756.2522235747
1313,42,101,034702,1,421010347021,Block Group 1,G5030,S,411079,0,+40.0615727,-075.0261303,4424653.83612061,10467.5031949962
1314,42,101,034702,2,421010347022,Block Group 2,G5030,S,204547,0,+40.0539383,-075.0258029,2147067.33074951,7297.31219321902
1315,42,101,034702,3,421010347023,Block Group 3,G5030,S,400580,0,+40.0539790,-075.0318746,4240803.69744873,9166.9150148923
1316,42,101,036302,1,421010363021,Block Group 1,G5030,S,199922,0,+40.0948735,-074.9782650,2165458.87127686,7105.96653169384
1317,42,101,036302,2,421010363022,Block Group 2,G5030,S,302774,0,+40.0989277,-074.9820010,3324679.13598633,8804.86458687769
1318,42,101,014800,1,421010148001,Block Group 1,G5030,S,191126,0,+39.9802047,-075.1691610,2057246.5355835,5946.84034809291
1319,42,101,014700,2,421010147002,Block Group 2,G5030,S,229146,0,+39.9787263,-075.1610477,2466445.91186523,8632.30171980724
1320,42,101,014000,3,421010140003,Block Group 3,G5030,S,110099,0,+39.9743216,-075.1604967,1185072.93188477,4402.47171593877
1321,42,101,014500,1,421010145001,Block Group 1,G5030,S,206762,0,+39.9769401,-075.1486924,2225526.41552734,7488.18372868605
1322,42,101,014500,2,421010145002,Block Group 2,G5030,S,114702,0,+39.9745057,-075.1479259,1234614.13140869,4455.10108847849
1323,42,101,014400,3,421010144003,Block Group 3,G5030,S,133823,0,+39.9733179,-075.1444632,1440434.79742432,5860.78932343948
1324,42,101,014600,1,421010146001,Block Group 1,G5030,S,301018,0,+39.9773974,-075.1551879,3240066.37145996,8159.20802282495
1325,42,101,015600,1,421010156001,Block Group 1,G5030,S,252119,0,+39.9778446,-075.1414398,2713752.22937012,9229.68992815155
1326,42,101,014200,2,421010142002,Block Group 2,G5030,S,703370,277434,+39.9652375,-075.1359612,9873945.08233643,16793.8775129636
1327,42,101,015300,4,421010153004,Block Group 4,G5030,S,206839,0,+39.9826210,-075.1622496,2226392.18157959,6902.9914787434
1328,42,101,015200,4,421010152004,Block Group 4,G5030,S,193908,0,+39.9831715,-075.1685130,2087174.28515625,5991.00379408426
1329,42,101,014900,6,421010149006,Block Group 6,G5030,S,134272,0,+39.9825129,-075.1858683,1445275.54333496,5152.49024398329
1330,42,101,015200,2,421010152002,Block Group 2,G5030,S,268524,0,+39.9874527,-075.1705833,2866333.45153809,8494.10712133756
1331,42,101,015300,3,421010153003,Block Group 3,G5030,S,95736,0,+39.9861261,-075.1612105,1030474.89471436,4718.09169877621
